mRNA,logFC,logCPM,F,PValue,FDR
C1orf198,2.733715899,7.428789509,91624.14143,5.16E-07,7.51E-05
CNTNAP1,2.731462525,6.348468891,9954.570978,9.39E-06,0.000293759
F3,2.724572182,7.420931325,53942.28778,1.03E-06,7.99E-05
LAMB1,2.723209623,8.756133879,18976.38869,4.04E-06,0.000173956
C12orf75,2.721925856,9.256956752,4467.597553,2.67E-05,0.000557948
DPYSL3,2.719106731,7.075276391,82200.01997,5.95E-07,7.51E-05
ZFP36L1,2.714038129,6.971471488,2079.626081,7.26E-05,0.001063226
SNAI2,2.713985916,5.971676953,3354.786758,3.89E-05,0.000724802
FST,2.709309915,6.619717044,318.1073021,0.000838652,0.006908632
PCYOX1,2.708117591,6.859609711,77332.90853,6.44E-07,7.61E-05
C10orf54,2.694216278,6.847931851,21811.79515,3.37E-06,0.000154109
LOXL2,2.688179677,8.972948394,270297.4303,1.26E-07,7.03E-05
LTBP2,2.686652472,5.949985836,70036.70576,7.33E-07,7.67E-05
MXRA8,2.685232677,8.347680542,58053.99647,9.37E-07,7.88E-05
CHN1,2.683271544,7.044914926,11936.05009,7.41E-06,0.000253543
C6orf48,2.682312996,8.305647439,11048.12917,8.19E-06,0.000269336
MEIS1,2.679309784,5.460238682,2189.290485,6.79E-05,0.001013831
EVC,2.679309784,5.460238682,2189.290485,6.79E-05,0.001013831
BAG2,2.671125697,7.034650532,79561.55053,6.21E-07,7.55E-05
TP53I11,2.665703153,7.444387537,4184.383996,2.91E-05,0.000596189
FBLN2,2.663057276,8.544834129,205610.699,1.79E-07,7.03E-05
ITGAV,2.65890101,7.639857869,21367.77051,3.46E-06,0.000155734
JDP2,2.658791473,5.927963665,3072.179258,4.36E-05,0.000765035
ARHGAP28,2.658516937,4.713063102,111439.4124,0.001013009,0.007961216
PSG6,2.658516937,4.713063102,111439.4124,0.001013009,0.007961216
FLT3LG,2.658516937,4.713063102,111439.4124,0.001013009,0.007961216
SCN9A,2.658516937,4.713063102,111439.4124,0.001013009,0.007961216
KCNK2,2.658516937,4.713063102,111439.4124,0.001013009,0.007961216
FAM167B,2.658516937,4.713063102,111439.4124,0.001013009,0.007961216
CREB3L1,2.65369517,7.811958117,7113.453828,1.46E-05,0.000395529
FMOD,2.64891379,6.91662981,2043.469117,7.43E-05,0.001078705
PLAC9,2.644991442,5.115134254,82.33070732,0.004792087,0.027888125
CTSK,2.644331493,9.101253167,22545.26936,3.23E-06,0.000149368
PRRX1,2.641631103,6.563698982,13401.93195,6.37E-06,0.000228885
MID1,2.637830308,5.429215925,79280.15624,8.75E-06,0.000280219
COL11A1,2.637830308,5.429215925,79280.15624,8.75E-06,0.000280219
ISLR,2.637830308,5.429215925,79280.15624,8.75E-06,0.000280219
EXT1,2.637053464,7.95484365,108922.3272,4.12E-07,7.03E-05
PMP22,2.635091578,7.619405914,7863.31177,1.28E-05,0.000359104
TGFBR2,2.634062963,7.003411785,11126.0664,8.12E-06,0.00026864
FZD2,2.630381492,5.905599807,68687.71513,7.52E-07,7.67E-05
PRSS23,2.629800476,7.339899965,45213.17688,1.30E-06,8.58E-05
KLHL5,2.62420366,6.549347818,68962.2086,7.48E-07,7.67E-05
CCND1,2.620713325,8.604989112,15789.23677,5.14E-06,0.000202263
SOD3,2.617356827,8.249115799,12810.82461,6.75E-06,0.000235545
ARHGAP29,2.606563117,6.534852378,6433.750585,1.66E-05,0.000421364
SRPX,2.604612195,6.245399648,7828.307117,1.29E-05,0.000360417
NEK7,2.603232752,7.653342274,5797.066216,1.90E-05,0.000451291
PTPN13,2.60140112,5.882883866,2799.869101,4.92E-05,0.00082634
IRS1,2.595122518,5.397511024,1868.351755,8.35E-05,0.001182488
TNFAIP8,2.595122518,5.397511024,1868.351755,8.35E-05,0.001182488
HSPG2,2.594513866,7.584660327,63765.5544,8.29E-07,7.69E-05
TWSG1,2.590612391,7.811967683,9551.767318,9.91E-06,0.000305542
PRR16,2.589030055,5.075610211,97.58545876,0.003856443,0.023483438
MKX,2.585871673,6.381260168,933.6285855,0.000206458,0.002343485
HSD17B6,2.577368853,4.660599825,406.2284813,0.001667943,0.011675604
CPED1,2.577368853,4.660599825,406.2284813,0.001667943,0.011675604
CSDC2,2.577368534,4.660599644,473.7375327,0.001667943,0.011675604
CYP1B1,2.57182632,5.859804209,67231.83408,7.74E-07,7.67E-05
DSEL,2.57182632,5.859804209,67231.83408,7.74E-07,7.67E-05
LTBP1,2.57062111,6.505416679,6087.225501,1.79E-05,0.000438561
ANXA1,2.564094522,10.12632768,4629.289439,2.55E-05,0.000546039
SELENBP1,2.563490332,5.633555431,289.9035229,0.000946078,0.007616403
PARVA,2.55955,7.280339447,80777.91468,6.09E-07,7.55E-05
MRGPRF,2.556952307,6.938826902,9943.555342,9.40E-06,0.000293759
RNASE4,2.551112118,5.365093685,77741.54798,2.27E-05,0.000504608
PLSCR4,2.551112118,5.365093685,77741.54798,2.27E-05,0.000504608
ARHGAP18,2.551112118,5.365093685,77741.54798,2.27E-05,0.000504608
CPZ,2.540964505,7.105030371,11782.57173,7.53E-06,0.000255826
S100A4,2.534622307,10.9651766,333950.2084,9.52E-08,7.03E-05
CCBE1,2.530809373,5.034972186,103.3998217,0.003580883,0.021971737
NIPAL2,2.527224654,5.606078832,242.2346009,0.001194298,0.009091777
MYOF,2.525617363,7.954862232,101990.9443,4.49E-07,7.19E-05
TGFB1I1,2.523425629,7.003421017,2344.932374,6.21E-05,0.000960288
MUC1,2.505716463,5.33193078,1575.731525,0.000104292,0.001391246
GLIPR1,2.505716463,5.33193078,1575.731525,0.000104292,0.001391246
SERPINH1,2.504090671,9.691147986,41587.22118,1.45E-06,9.07E-05
APPL2,2.500140286,6.686829619,66934.97038,7.78E-07,7.67E-05
TSPAN5,2.495933867,6.444678808,5416.838034,2.08E-05,0.000482035
PTK7,2.495915077,7.882336643,6403.148435,1.67E-05,0.00042256
CFI,2.491382581,4.606156002,111162.2811,0.002736726,0.0175535
OLR1,2.491382581,4.606156002,111162.2811,0.002736726,0.0175535
PDE1C,2.491382581,4.606156002,111162.2811,0.002736726,0.0175535
NEDD9,2.491382581,4.606156002,111162.2811,0.002736726,0.0175535
NAV3,2.491382581,4.606156002,111162.2811,0.002736726,0.0175535
PSD3,2.491382581,4.606156002,111162.2811,0.002736726,0.0175535
APOL6,2.491382581,4.606156002,111162.2811,0.002736726,0.0175535
CMBL,2.491382581,4.606156002,111162.2811,0.002736726,0.0175535
SCUBE3,2.491382581,4.606156002,111162.2811,0.002736726,0.0175535
C1RL,2.490023464,5.578068414,266.8387776,0.001053515,0.008224319
ELN,2.471465381,5.971686201,503.180675,0.000461989,0.004275472
GFRA1,2.470140334,4.993156152,84.59121608,0.004629313,0.027137136
DPP4,2.464397968,6.763435916,1546.243634,0.000106896,0.001414031
FAM114A1,2.463889902,7.19995693,32907.27578,1.97E-06,0.000108255
LOXL4,2.458883763,6.949803129,2042.509979,7.43E-05,0.001078705
CSF1,2.447275244,6.847950501,18739.02088,4.11E-06,0.000175666
ALDH1L2,2.447064501,5.763605078,64319.62643,1.34E-06,8.74E-05
FOXF2,2.447064501,5.763605078,64319.62643,1.34E-06,8.74E-05
LPAR1,2.445621716,6.938836135,2146.687681,6.97E-05,0.001027076
IRF2BPL,2.43892291,6.263106943,721.4542702,0.000288938,0.002973219
MAP1A,2.43726613,6.397385125,61120.6977,8.76E-07,7.69E-05
CD44,2.430299823,8.376449363,15100.13801,5.45E-06,0.000209288
COL6A2,2.429595952,10.78474024,50412.89708,1.13E-06,8.01E-05
ST5,2.416012821,6.095406731,3325.126623,3.93E-05,0.00072748
PALLD,2.413460692,7.859278647,1223.212023,0.000145138,0.001784493
COL4A1,2.411360563,7.549075405,6360.713989,1.69E-05,0.000422887
RUNX1,2.410401901,5.26322631,1010.428396,0.000186233,0.00214412
ZHX3,2.410401901,5.26322631,1010.428396,0.000186233,0.00214412
GBP2,2.410401582,5.263226129,1310.888457,0.000132603,0.001663736
RPS8,2.409523297,10.68556382,8171.291742,1.22E-05,0.000346823
VAMP4,2.406807246,4.95009139,89.71956512,0.004294094,0.025650983
NRP1,2.403897246,6.812338788,65634.09512,7.98E-07,7.69E-05
BICC1,2.400927501,6.605933672,2803.812898,4.91E-05,0.00082634
KRT19,2.400034963,7.356503185,1100.372866,0.000166628,0.001973319
RGS4,2.399945136,4.549576617,295.8007262,0.004473035,0.02643773
ROR1,2.399945136,4.549576617,295.8007262,0.004473035,0.02643773
IFT140,2.399945136,4.549576617,295.8007262,0.004473035,0.02643773
HFE,2.399944816,4.549576436,338.799041,0.004473035,0.02643773
HRH1,2.399944816,4.549576436,338.799041,0.004473035,0.02643773
BTBD19,2.399944816,4.549576436,338.799041,0.004473035,0.02643773
RUNX1T1,2.399944816,4.549576436,338.799041,0.004473035,0.02643773
SNTB1,2.399944816,4.549576436,338.799041,0.004473035,0.02643773
TMEM204,2.399944816,4.549576436,338.799041,0.004473035,0.02643773
NR2F2,2.399042683,6.490479529,1022.253962,0.000183428,0.002123442
AMIGO2,2.390604929,6.075511127,59468.13271,9.08E-07,7.76E-05
PKIG,2.378475618,7.577637507,5114.347864,2.24E-05,0.000503519
APOD,2.376111159,6.348487559,7986.044518,1.25E-05,0.000353453
GREM1,2.375527587,8.42439036,35501.34968,1.78E-06,0.000101957
BGN,2.369766224,8.38859621,9542.557913,9.92E-06,0.000305542
SH3PXD2A,2.367059601,6.960696734,21213.7773,3.49E-06,0.000156665
TMSB4Y,2.366280629,6.577927553,60676.77649,8.84E-07,7.69E-05
MTHFD1L,2.366280629,6.577927553,60676.77649,8.84E-07,7.69E-05
APCDD1,2.364741859,6.05533738,3052.367024,4.40E-05,0.000769314
HOXA13,2.360273882,5.227606359,73677.21706,0.000147386,0.001794982
DENND2A,2.360273882,5.227606359,73677.21706,0.000147386,0.001794982
NFIX,2.357842404,7.034678406,2310.454175,6.33E-05,0.000974359
THBS3,2.345859983,5.686996027,1821.270221,8.63E-05,0.001202818
EVA1B,2.343419639,7.372898793,2479.834157,5.77E-05,0.00091689
MMP2,2.342930583,10.20154262,21480.48041,3.44E-06,0.000155209
CAMK2N1,2.342245481,7.653379845,1595.137331,0.000102639,0.001376325
TRIM16,2.330813812,5.460248116,221.6505363,0.001339919,0.010060135
ITGA4,2.330780849,6.54936648,59073.70267,9.16E-07,7.76E-05
TRAM2,2.326901695,6.927794304,64779.15553,8.12E-07,7.69E-05
IL6ST,2.31721804,8.069897697,5536.863724,2.02E-05,0.000473761
FADS2,2.317104309,8.143353892,8670.369942,1.12E-05,0.000327506
GLS,2.313452925,7.075313672,66787.67154,7.80E-07,7.67E-05
SOCS5,2.312697761,6.53487086,10319.70944,8.96E-06,0.000283982
ACAD11,2.311581459,6.014122806,2789.53097,4.95E-05,0.00082634
TSHZ1,2.310483312,5.660527773,61445.59309,8.24E-06,0.000269336
TNS1,2.310483312,5.660527773,61445.59309,8.24E-06,0.000269336
JAZF1,2.310483312,5.660527773,61445.59309,8.24E-06,0.000269336
CRABP2,2.305439581,9.405633113,4600.140457,2.57E-05,0.00054817
AR,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
TBX5,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
SH3RF3,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
PRDM1,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
PPP2R3A,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
RIN1,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
GNA14,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
TRPC6,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
LRRC32,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
PDGFRL,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
TOX,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
LPPR4,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
STK32B,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
MYH11,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
MAML2,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
KIRREL3,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
GLIS3,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
FBLN7,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
NEGR1,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
GRIK2,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
C15orf38,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
RARRES1,2.302317562,4.49068689,110241.03,0.007279569,0.039407018
GBP3,2.295606548,5.836358622,409.3305632,0.000604332,0.005278555
FAM210B,2.295606548,5.836358622,409.3305632,0.000604332,0.005278555
DDAH1,2.289663337,7.38911001,4054.935371,3.04E-05,0.000611452
CTDSPL,2.284248015,5.993065145,56350.72161,9.74E-07,7.95E-05
PDLIM7,2.276837104,7.744362335,3780.443241,3.33E-05,0.000653713
MARCKS,2.274694119,7.916306276,84471.4461,5.74E-07,7.51E-05
FAM26E,2.271136413,4.859901864,47.28384299,0.009666192,0.04757047
TBC1D19,2.271136094,4.859901684,76.37156579,0.005273551,0.030198587
ARMC9,2.268047498,6.263116368,55055.03689,1.00E-06,7.98E-05
NID1,2.267225874,7.428845372,72042.08464,7.07E-07,7.67E-05
TMSB4X,2.259774846,11.93246048,29151.56941,2.31E-06,0.000119673
WNT5B,2.257383491,6.87123122,1205.302765,0.000147958,0.001800254
LEPROT,2.257048089,6.49048895,55812.50355,9.87E-07,7.98E-05
ZMAT3,2.256387016,5.97169563,2536.861917,5.60E-05,0.000901192
SOGA2,2.256386698,5.971695449,3953.95628,3.14E-05,0.000627999
BCAT1,2.254469457,5.153613878,71124.20952,0.000368736,0.003610508
OPN3,2.254469457,5.153613878,71124.20952,0.000368736,0.003610508
SRPX2,2.254469457,5.153613878,71124.20952,0.000368736,0.003610508
HTRA1,2.251557538,7.976515566,9429.347153,1.01E-05,0.000307611
VIM,2.247458949,11.67985293,16200.07468,4.97E-06,0.000199864
TFPI,2.244095622,5.397520458,199.6014409,0.001534548,0.01095588
COBLL1,2.244095622,5.397520458,199.6014409,0.001534548,0.01095588
FEZ2,2.240573525,6.938854601,1460.451163,0.000115164,0.00149043
ZFP36L2,2.239944444,7.666748614,3228.492915,4.09E-05,0.000750658
IGF2,2.238779263,8.368352775,135741.1642,3.09E-07,7.03E-05
GPR176,2.238349829,7.013937323,62812.73986,8.45E-07,7.69E-05
ACTA1,2.237016444,5.606088084,59880.75104,2.01E-05,0.000472306
MOXD1,2.23143401,7.280376706,67372.20364,7.71E-07,7.67E-05
BTBD3,2.227977035,5.950004514,54741.37045,1.14E-06,8.01E-05
ANO6,2.222448818,6.227500544,53502.00209,1.04E-06,7.99E-05
SUMF1,2.220418676,6.348496983,900.3829724,0.000216455,0.00243356
FBLIM1,2.216032093,6.660384141,56531.57771,9.70E-07,7.95E-05
LIMA1,2.215734516,7.64667598,2884.619619,4.74E-05,0.000812798
IFITM2,2.212531883,8.937801904,10258.95822,9.03E-06,0.000285478
CNN2,2.208611177,8.45552418,20193.24944,3.73E-06,0.000163669
TXNIP,2.207308058,7.686554159,75337.23412,6.67E-07,7.67E-05
TRAM1,2.206585789,8.811388532,3542.81054,3.62E-05,0.000689464
ELL2,2.199251188,6.824326316,1083.886135,0.000169942,0.002006863
IKBIP,2.198830549,5.578077666,1949.914687,7.90E-05,0.001132027
TSPAN31,2.198699968,5.365102939,165.9719325,0.001947796,0.013287749
ZNF219,2.198507751,5.115143871,688.2983767,0.000580075,0.005107594
ALX3,2.197601223,4.429290488,203.0214408,0.011790148,0.055778969
SERPINE1,2.191356422,9.201026634,19168.09277,3.99E-06,0.000172799
KANK2,2.186017169,6.971518191,60124.80484,8.95E-07,7.73E-05
PLEC,2.185263341,7.841769054,69357.68512,7.43E-07,7.67E-05
NEK6,2.179343099,6.429104569,52673.28233,1.06E-06,8.00E-05
CTSC,2.175361749,6.190982755,51947.62595,1.08E-06,8.00E-05
PPAP2B,2.172631757,6.96071538,18336.55005,4.23E-06,0.000178415
F10,2.169421863,5.905618486,53099.83962,2.71E-06,0.000131835
CAV2,2.163167824,7.095223805,61203.36726,8.75E-07,7.69E-05
LRIG3,2.159606716,5.549512652,58182.42442,4.85E-05,0.00081982
EHD2,2.158996174,7.899462995,73470.82552,6.89E-07,7.67E-05
RNF141,2.151829692,5.331940215,177.9768109,0.001779795,0.012351109
CPXM2,2.15122923,6.172371211,3057.248671,4.39E-05,0.000768755
EEF1A1,2.144095821,13.03534611,771501.715,3.19E-08,6.64E-05
GULP1,2.140287068,5.075619467,68243.92661,0.000908939,0.007354347
TGFBR3,2.140287068,5.075619467,68243.92661,0.000908939,0.007354347
H6PD,2.140287068,5.075619467,68243.92661,0.000908939,0.007354347
SEMA3A,2.140287068,5.075619467,68243.92661,0.000908939,0.007354347
KIAA0754,2.140287068,5.075619467,68243.92661,0.000908939,0.007354347
FRY,2.140287068,5.075619467,68243.92661,0.000908939,0.007354347
FTH1,2.130888053,12.64348969,104762.8121,4.33E-07,7.15E-05
RIN2,2.130672892,5.71299653,278.135051,0.000998347,0.007899031
GYPC,2.129910402,6.592017811,283.2435151,0.000975047,0.007800983
ARRDC4,2.129909766,6.59201745,5055.612473,2.28E-05,0.00050481
MTSS1L,2.127677005,6.847978567,1863.678846,8.38E-05,0.001183756
SYPL2,2.126685836,6.153516137,50383.30185,1.13E-06,8.01E-05
SERPINE2,2.120720939,9.554748139,65507.00273,8.00E-07,7.69E-05
BDNF,2.119286586,5.520370445,1212.90765,0.000146749,0.001793234
CALHM2,2.119286586,5.520370445,1212.90765,0.000146749,0.001793234
FAM69A,2.118559049,6.014132235,304.3254049,0.000888297,0.007232793
ANKRD13A,2.114618775,7.563468737,2421.633118,5.95E-05,0.000937669
PITX1,2.112050529,6.577946214,51824.14043,1.09E-06,8.00E-05
PDGFC,2.108389182,5.859822888,51347.16901,6.40E-06,0.000229588
ACTN1,2.103578527,9.540352476,64247.96066,8.21E-07,7.69E-05
ZBTB47,2.103385405,5.297997023,140.2637856,0.002419951,0.015926396
FOXF1,2.101717675,6.134411268,4573.937942,2.59E-05,0.00054817
PTPRK,2.097213391,6.364990397,49523.85682,1.15E-06,8.07E-05
ZYX,2.096556732,8.781082475,97704.77762,4.75E-07,7.22E-05
CLMP,2.095533515,6.971527604,1769.59138,8.96E-05,0.001239374
EMILIN1,2.090904601,7.680004219,15586.2229,5.23E-06,0.000203842
PXDN,2.088857816,8.408669966,29019.55631,2.32E-06,0.000119901
ITGB1,2.086636316,10.52202963,12934.26313,6.67E-06,0.000233879
PTGIR,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
SAMD5,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
C3orf72,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
HSD3B7,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
MR1,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
SLC16A7,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
TRANK1,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
DTX4,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
KIF26B,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
CYP26B1,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
ERAP2,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
CCDC28B,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
C7orf10,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
NICN1,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
SLC9A7,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
PYROXD2,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
DTD2,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
FAM65C,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
ADCY4,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
TCP11L2,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
LYNX1,2.084684775,4.365164113,109843.0736,0.018992344,0.081604955
RARRES2,2.081447957,7.910744487,7384.137251,1.39E-05,0.000383158
LIPA,2.080640422,7.218257751,3132.025381,4.25E-05,0.000764834
ADH5,2.080159074,8.176449294,5484.586337,2.05E-05,0.000478256
AXL,2.080158443,8.176448936,97722.21245,4.74E-07,7.22E-05
STARD13,2.079617711,5.034981442,676.6008439,0.001418229,0.010559204
EVA1A,2.07780711,5.490627241,305.0878644,0.000885416,0.007213897
TCF4,2.077806791,5.49062706,56244.01134,0.000115432,0.00149043
SLC16A2,2.077806791,5.49062706,56244.01134,0.000115432,0.00149043
FBXL7,2.077806791,5.49062706,56244.01134,0.000115432,0.00149043
DPYD,2.076876637,5.836368052,1842.25516,8.50E-05,0.001191445
CLIP4,2.076876637,5.836368052,1842.25516,8.50E-05,0.001191445
PPP1R3C,2.076876319,5.836367872,2735.278672,5.08E-05,0.000837725
ENPP2,2.057107396,6.534889702,4460.402032,2.68E-05,0.000558219
LIMCH1,2.053257386,5.263235564,156.8335562,0.0020955,0.014160302
AMOTL2,2.048994116,7.003467536,17687.55717,4.43E-06,0.000185734
DST,2.043883563,7.065292001,2511.312836,5.68E-05,0.000907512
HIF1A,2.043868499,8.632623052,14214.71976,5.89E-06,0.00021992
FKBP7,2.040221007,4.71307236,49.25786554,0.009182846,0.047284313
POTEJ,2.035099001,5.460257369,1390.920192,0.000177211,0.002066342
TRIM22,2.031470168,6.847987802,13620.33719,6.23E-06,0.000225359
SFRP1,2.031004046,7.23629302,9595.756913,9.85E-06,0.000305524
FAM20C,2.03084728,7.39718028,1795.546488,8.79E-05,0.001218655
BST1,2.021829353,5.633574115,289.9594505,0.000945841,0.007616403
P4HA1,2.016600242,7.619498778,64901.77203,8.10E-07,7.69E-05
SH3BGRL,2.016511165,6.190992001,612.3881842,0.000357727,0.003526052
DCLK2,2.016284942,4.993165408,65020.23724,0.002202852,0.014708147
PLA2R1,2.016284942,4.993165408,65020.23724,0.002202852,0.014708147
TBC1D5,2.016284942,4.993165408,65020.23724,0.002202852,0.014708147
CLUAP1,2.016284942,4.993165408,65020.23724,0.002202852,0.014708147
KIAA1462,2.016284942,4.993165408,65020.23724,0.002202852,0.014708147
IL17RC,2.016284942,4.993165408,65020.23724,0.002202852,0.014708147
PQLC3,2.016284942,4.993165408,65020.23724,0.002202852,0.014708147
ZADH2,2.016284942,4.993165408,65020.23724,0.002202852,0.014708147
SKP2,2.011707888,5.788281857,1632.949157,9.95E-05,0.001340458
PERP,2.005505875,7.03471569,2192.314873,6.78E-05,0.001013831
ADD3,2.004681656,6.397413035,839.5894129,0.000237113,0.002591131
NIPAL3,2.003732578,5.927991593,462.0456757,0.000516222,0.004640587
PEAK1,2.003732578,5.927991593,462.0456757,0.000516222,0.004640587
SLC44A1,2.003732578,5.927991593,462.0456757,0.000516222,0.004640587
FTL,1.999523835,12.78497818,32339.33537,2.01E-06,0.000110275
SNX18,1.997286631,6.055356055,2319.590471,6.30E-05,0.000970511
ACTB,1.996225892,12.5590405,114730.9738,3.85E-07,7.03E-05
CRYAB,1.992593128,7.314749175,6352.158531,1.69E-05,0.000422887
OBSL1,1.991088602,5.429234613,54032.47405,0.000271066,0.002825447
SDC2,1.987743644,7.143811963,1444.450116,0.000116832,0.001503978
KCTD20,1.980435064,6.475404853,3895.36253,3.20E-05,0.000635426
ATP8B1,1.977985128,5.76362376,47744.57205,3.45E-05,0.000668434
ITGA1,1.977985128,5.76362376,47744.57205,3.45E-05,0.000668434
FGFR1,1.97602804,7.497759994,1178.125178,0.000152427,0.001837262
PGRMC1,1.97559475,8.759498839,34521.47094,1.85E-06,0.000104364
SPATS2L,1.969953187,6.034895908,45354.2828,4.48E-06,0.000187165
TLR4,1.962174756,4.298054061,128.05694,0.030406425,0.118576769
PIR,1.962174756,4.298054061,128.05694,0.030406425,0.118576769
SMAD6,1.962174756,4.298054061,128.05694,0.030406425,0.118576769
SPRY1,1.962174756,4.298054061,128.05694,0.030406425,0.118576769
AK5,1.962174756,4.298054061,128.05694,0.030406425,0.118576769
CNTN3,1.962174756,4.298054061,128.05694,0.030406425,0.118576769
COL4A5,1.962174437,4.29805388,141.4615642,0.030406425,0.118576769
CFD,1.962174437,4.29805388,141.4615642,0.030406425,0.118576769
PRICKLE2,1.962174437,4.29805388,141.4615642,0.030406425,0.118576769
FAM129B,1.959942142,8.222404781,9135.090379,1.05E-05,0.000312765
KCNN2,1.954235054,4.660609083,50.95685347,0.010026279,0.048852492
ERCC6,1.954235054,4.660609083,50.95685347,0.010026279,0.048852492
C10orf10,1.954235054,4.660609083,50.95685347,0.010026279,0.048852492
LGALS1,1.950318937,11.63765393,45662.78913,1.28E-06,8.56E-05
DSTN,1.947883017,9.796761271,14044.06989,5.99E-06,0.000220964
MAP3K12,1.947452961,5.191093879,136.2398215,0.002512397,0.016478334
MDFIC,1.943455526,5.738536916,1435.288156,0.000117806,0.001513493
DFNA5,1.943455526,5.738536916,1435.288156,0.000117806,0.001513493
TWIST1,1.940514346,6.444715958,6560.549372,1.62E-05,0.00041568
GLRX,1.93844356,7.421034014,2037.272474,7.46E-05,0.001081108
ASS1,1.9378064,7.965822285,6146.227245,1.76E-05,0.000436107
CDKN1A,1.934049192,9.079293327,3645.46021,3.49E-05,0.000672728
COL4A2,1.93220926,8.280007561,75111.92084,6.69E-07,7.67E-05
NDST1,1.925002893,6.905472037,1996.844554,7.66E-05,0.001106038
RAD23B,1.924116477,7.921957549,61920.47227,8.61E-07,7.69E-05
RPL10,1.923250891,9.212576354,13161.86022,6.52E-06,0.000231127
ALCAM,1.92215814,6.605971171,45442.07639,1.29E-06,8.56E-05
NFATC4,1.917438718,6.227519216,43195.7313,1.38E-06,8.83E-05
MGAT5,1.917438718,6.227519216,43195.7313,1.38E-06,8.83E-05
PRDX6,1.915720315,8.838282242,3457.464127,3.74E-05,0.000706552
EGFR,1.913682207,5.993083823,43672.48276,1.01E-05,0.000307611
TMEM87B,1.913682207,5.993083823,43672.48276,1.01E-05,0.000307611
RRAS,1.913345149,7.660144454,5320.522657,2.13E-05,0.000488409
KDELR3,1.910543999,6.894160489,13114.37774,6.55E-06,0.000231584
PLXNB2,1.908237932,7.806068418,4760.896876,2.46E-05,0.000533355
APOBEC3C,1.908078854,5.713005782,45923.51051,7.86E-05,0.001128683
TGFBR1,1.905977258,6.673704911,1391.625148,0.000122653,0.001552521
10-Sep,1.901920143,6.505463247,1086.334258,0.000169442,0.002004808
PTRF,1.90122914,9.593791321,63446.53122,8.34E-07,7.69E-05
PLAT,1.899457808,6.41335987,5998.452585,1.82E-05,0.000445492
POTEE,1.898822672,5.365112374,51520.46302,0.000626835,0.005404722
UBA7,1.898822672,5.365112374,51520.46302,0.000626835,0.005404722
SMPDL3A,1.898822672,5.365112374,51520.46302,0.000626835,0.005404722
RAB11FIP2,1.898822672,5.365112374,51520.46302,0.000626835,0.005404722
AHRR,1.898822672,5.365112374,51520.46302,0.000626835,0.005404722
RCN1,1.895542835,8.750160367,6794.4055,1.55E-05,0.000405429
CCL2,1.895194651,8.084989621,671.3616352,0.000317344,0.003204058
HCFC1R1,1.889394087,6.095434833,307.9837098,0.000874622,0.00716678
RRAS2,1.88875751,6.660412037,1209.691058,0.000147258,0.001794982
VASN,1.884662017,7.280423192,3036.133088,4.43E-05,0.000771137
ETHE1,1.88264812,7.227326631,4975.288336,2.32E-05,0.000509534
AFAP1,1.882366838,6.490517036,835.3327531,0.000238689,0.00259905
POTEF,1.88061379,4.905710669,61556.67281,0.005235145,0.030005353
POTEM,1.88061379,4.905710669,61556.67281,0.005235145,0.030005353
